TStampPC,Brd,TStamp_servEvt,BrdTemp,DetTemp,FPGATemp,HVTemp,Vmon,Imon,HVstatus,BrdStatus,timestamp_utc
1771543110763,0,1771543110177,51.5,25.1,55.9,47.7,57.007,0.007,1,0x44D,2026-02-19 23:18:30.763000+00:00
1771543111764,0,1771543111250,51.5,25.1,55.7,47.7,56.996,0.007,1,0x44D,2026-02-19 23:18:31.764000+00:00
1771543112765,0,1771543112324,51.5,25.1,55.9,47.7,56.996,0.008,1,0x44D,2026-02-19 23:18:32.765000+00:00
1771543113766,0,1771543113398,51.5,25.1,56.0,47.7,56.996,0.007,1,0x44D,2026-02-19 23:18:33.766000+00:00
1771543114767,0,1771543114472,51.5,25.1,56.0,47.9,57.0,0.008,1,0x44D,2026-02-19 23:18:34.767000+00:00
1771543115768,0,1771543115545,51.5,25.1,55.9,47.7,57.0,0.006,1,0x44D,2026-02-19 23:18:35.768000+00:00
1771543116769,0,1771543116619,51.5,25.1,56.0,47.7,57.0,0.007,1,0x44D,2026-02-19 23:18:36.769000+00:00
1771543117770,0,1771543117693,51.5,25.1,55.9,47.7,57.0,0.008,1,0x44D,2026-02-19 23:18:37.770000+00:00
1771543118771,0,1771543118767,51.5,25.1,55.9,47.7,57.0,0.007,1,0x44D,2026-02-19 23:18:38.771000+00:00
1771543119772,0,1771543118767,51.5,25.1,55.9,47.7,57.0,0.007,1,0x44D,2026-02-19 23:18:39.772000+00:00
1771543120773,0,1771543119840,51.5,25.1,56.0,47.7,57.0,0.009,1,0x44D,2026-02-19 23:18:40.773000+00:00
1771543121774,0,1771543120914,51.5,25.1,55.9,47.7,57.0,0.007,1,0x44D,2026-02-19 23:18:41.774000+00:00
1771543122775,0,1771543121988,51.5,25.1,55.9,47.7,57.004,0.007,1,0x44D,2026-02-19 23:18:42.775000+00:00
1771543123776,0,1771543123061,51.5,25.1,55.6,47.7,57.004,0.007,1,0x44D,2026-02-19 23:18:43.776000+00:00
1771543124777,0,1771543124135,51.5,25.1,55.9,47.7,56.996,0.008,1,0x44D,2026-02-19 23:18:44.777000+00:00
1771543125778,0,1771543125209,51.5,25.1,55.9,47.7,56.996,0.007,1,0x44D,2026-02-19 23:18:45.778000+00:00
1771543126779,0,1771543126283,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:18:46.779000+00:00
1771543127780,0,1771543127356,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:18:47.780000+00:00
1771543128781,0,1771543128430,51.5,25.1,55.9,47.7,57.0,0.008,1,0x44D,2026-02-19 23:18:48.781000+00:00
1771543129782,0,1771543129504,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:18:49.782000+00:00
1771543130783,0,1771543130577,51.5,25.1,55.7,47.7,57.001,0.008,1,0x44D,2026-02-19 23:18:50.783000+00:00
1771543131784,0,1771543131651,51.5,25.1,55.9,47.7,57.0,0.008,1,0x44D,2026-02-19 23:18:51.784000+00:00
1771543132785,0,1771543132725,51.5,25.1,55.9,47.7,57.0,0.007,1,0x44D,2026-02-19 23:18:52.785000+00:00
1771543133786,0,1771543132725,51.5,25.1,55.9,47.7,57.0,0.007,1,0x44D,2026-02-19 23:18:53.786000+00:00
1771543134787,0,1771543133830,51.5,25.1,56.0,47.7,57.004,0.008,1,0x44D,2026-02-19 23:18:54.787000+00:00
1771543135788,0,1771543134872,51.5,25.1,55.9,47.7,57.0,0.006,1,0x44D,2026-02-19 23:18:55.788000+00:00
1771543136789,0,1771543135946,51.5,25.1,55.9,47.7,57.0,0.007,1,0x44D,2026-02-19 23:18:56.789000+00:00
1771543137790,0,1771543137020,51.5,25.1,55.9,47.7,57.0,0.007,1,0x44D,2026-02-19 23:18:57.790000+00:00
1771543138791,0,1771543138094,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:18:58.791000+00:00
1771543139792,0,1771543139167,51.5,25.1,55.7,47.7,57.004,0.007,1,0x44D,2026-02-19 23:18:59.792000+00:00
1771543140793,0,1771543140241,51.5,25.1,55.7,47.7,57.0,0.007,1,0x44D,2026-02-19 23:19:00.793000+00:00
1771543141794,0,1771543141315,51.5,25.1,55.9,47.7,57.0,0.007,1,0x44D,2026-02-19 23:19:01.794000+00:00
1771543142795,0,1771543142388,51.5,25.1,55.7,47.7,57.0,0.008,1,0x44D,2026-02-19 23:19:02.795000+00:00
1771543143796,0,1771543143462,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:19:03.796000+00:00
1771543144797,0,1771543144536,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:04.797000+00:00
1771543145798,0,1771543145610,51.5,25.1,56.1,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:05.798000+00:00
1771543146799,0,1771543146683,51.5,25.1,55.9,47.9,57.001,0.006,1,0x44D,2026-02-19 23:19:06.799000+00:00
1771543147800,0,1771543147757,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:07.800000+00:00
1771543148801,0,1771543147757,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:08.801000+00:00
1771543149802,0,1771543148847,51.5,25.1,55.6,47.7,57.0,0.007,1,0x44D,2026-02-19 23:19:09.802000+00:00
1771543150803,0,1771543149905,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:10.803000+00:00
1771543151804,0,1771543150978,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:11.804000+00:00
1771543152805,0,1771543152052,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:12.805000+00:00
1771543153806,0,1771543153126,51.5,25.1,55.7,47.9,57.005,0.006,1,0x44D,2026-02-19 23:19:13.806000+00:00
1771543154807,0,1771543154199,51.5,25.1,55.6,47.9,57.001,0.008,1,0x44D,2026-02-19 23:19:14.807000+00:00
1771543155808,0,1771543155273,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:19:15.808000+00:00
1771543156809,0,1771543156347,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:19:16.809000+00:00
1771543157810,0,1771543157421,51.5,25.1,55.9,47.9,57.001,0.006,1,0x44D,2026-02-19 23:19:17.810000+00:00
1771543158811,0,1771543158494,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:18.811000+00:00
1771543159812,0,1771543159568,51.5,25.1,55.9,47.9,56.998,0.006,1,0x44D,2026-02-19 23:19:19.812000+00:00
1771543160813,0,1771543160642,51.5,25.1,56.0,47.9,56.998,0.008,1,0x44D,2026-02-19 23:19:20.813000+00:00
1771543161814,0,1771543161716,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:21.814000+00:00
1771543162815,0,1771543162789,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:19:22.815000+00:00
1771543163816,0,1771543162789,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:19:23.816000+00:00
1771543164817,0,1771543163863,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:19:24.817000+00:00
1771543165818,0,1771543164937,51.5,25.1,55.9,47.9,56.994,0.008,1,0x44D,2026-02-19 23:19:25.818000+00:00
1771543166819,0,1771543166010,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:19:26.819000+00:00
1771543167820,0,1771543167084,51.5,25.1,55.7,47.9,57.001,0.008,1,0x44D,2026-02-19 23:19:27.820000+00:00
1771543168821,0,1771543168158,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:28.821000+00:00
1771543169822,0,1771543169232,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:29.822000+00:00
1771543170823,0,1771543170305,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:19:30.823000+00:00
1771543171824,0,1771543171379,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:19:31.824000+00:00
1771543172825,0,1771543172453,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:32.825000+00:00
1771543173826,0,1771543173526,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:33.826000+00:00
1771543174827,0,1771543174600,51.5,25.1,55.6,47.9,56.998,0.007,1,0x44D,2026-02-19 23:19:34.827000+00:00
1771543175828,0,1771543175674,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:35.828000+00:00
1771543176829,0,1771543176748,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:36.829000+00:00
1771543177830,0,1771543177821,51.5,25.1,55.7,47.9,57.005,0.007,1,0x44D,2026-02-19 23:19:37.830000+00:00
1771543178831,0,1771543177821,51.5,25.1,55.7,47.9,57.005,0.007,1,0x44D,2026-02-19 23:19:38.831000+00:00
1771543179832,0,1771543178895,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:19:39.832000+00:00
1771543180833,0,1771543179969,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:19:40.833000+00:00
1771543181834,0,1771543181043,51.5,25.1,55.6,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:41.834000+00:00
1771543182835,0,1771543182116,51.5,25.1,55.6,47.9,56.998,0.008,1,0x44D,2026-02-19 23:19:42.835000+00:00
1771543183836,0,1771543183190,51.5,25.1,55.7,47.9,56.998,0.008,1,0x44D,2026-02-19 23:19:43.836000+00:00
1771543184837,0,1771543184264,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:44.837000+00:00
1771543185838,0,1771543185337,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:45.838000+00:00
1771543186839,0,1771543186411,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:19:46.839000+00:00
1771543187840,0,1771543187485,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:19:47.840000+00:00
1771543188841,0,1771543188559,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:48.841000+00:00
1771543189842,0,1771543189632,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:49.842000+00:00
1771543190843,0,1771543190706,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:19:50.843000+00:00
1771543191844,0,1771543191780,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:19:51.844000+00:00
1771543192845,0,1771543191780,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:19:52.845000+00:00
1771543193846,0,1771543192889,51.5,25.1,55.9,47.9,57.005,0.008,1,0x44D,2026-02-19 23:19:53.846000+00:00
1771543194847,0,1771543193927,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:54.847000+00:00
1771543195848,0,1771543195001,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:55.848000+00:00
1771543196849,0,1771543196075,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:56.849000+00:00
1771543197850,0,1771543197148,51.5,25.1,55.7,47.9,57.001,0.008,1,0x44D,2026-02-19 23:19:57.850000+00:00
1771543198851,0,1771543198222,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:19:58.851000+00:00
1771543199852,0,1771543199296,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:19:59.852000+00:00
1771543200853,0,1771543200370,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:00.853000+00:00
1771543201854,0,1771543201443,51.5,25.1,55.7,47.9,57.001,0.008,1,0x44D,2026-02-19 23:20:01.854000+00:00
1771543202855,0,1771543202517,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:02.855000+00:00
1771543203856,0,1771543203591,51.5,25.1,55.7,47.9,57.001,0.006,1,0x44D,2026-02-19 23:20:03.856000+00:00
1771543204857,0,1771543204665,51.5,25.1,55.6,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:04.857000+00:00
1771543205858,0,1771543205738,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:20:05.858000+00:00
1771543206859,0,1771543206812,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:06.859000+00:00
1771543207860,0,1771543206812,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:07.860000+00:00
1771543208861,0,1771543207906,51.5,25.1,55.6,47.9,57.001,0.008,1,0x44D,2026-02-19 23:20:08.861000+00:00
1771543209862,0,1771543208959,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:09.862000+00:00
1771543210863,0,1771543210033,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:20:10.863000+00:00
1771543211864,0,1771543211107,51.5,25.1,55.6,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:11.864000+00:00
1771543212865,0,1771543212181,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:12.865000+00:00
1771543213866,0,1771543213254,51.5,25.1,55.7,47.9,57.005,0.007,1,0x44D,2026-02-19 23:20:13.866000+00:00
1771543214867,0,1771543214328,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:14.867000+00:00
1771543215868,0,1771543215402,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:15.868000+00:00
1771543216869,0,1771543216475,51.5,25.1,55.9,47.9,56.994,0.007,1,0x44D,2026-02-19 23:20:16.869000+00:00
1771543217870,0,1771543217549,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:17.870000+00:00
1771543218871,0,1771543218623,51.5,25.1,56.1,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:18.871000+00:00
1771543219872,0,1771543219697,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:19.872000+00:00
1771543220873,0,1771543220770,51.5,25.1,56.0,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:20.873000+00:00
1771543221874,0,1771543221844,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:21.874000+00:00
1771543222875,0,1771543221844,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:22.875000+00:00
1771543223876,0,1771543222932,51.5,25.1,55.5,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:23.876000+00:00
1771543224877,0,1771543223992,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:24.877000+00:00
1771543225878,0,1771543225065,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:25.878000+00:00
1771543226879,0,1771543226139,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:20:26.879000+00:00
1771543227880,0,1771543227213,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:20:27.880000+00:00
1771543228881,0,1771543228287,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:28.881000+00:00
1771543229882,0,1771543229360,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:29.882000+00:00
1771543230883,0,1771543230434,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:30.883000+00:00
1771543231884,0,1771543231508,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:31.884000+00:00
1771543232885,0,1771543232581,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:32.885000+00:00
1771543233886,0,1771543233655,51.5,25.1,56.0,47.9,57.001,0.008,1,0x44D,2026-02-19 23:20:33.886000+00:00
1771543234887,0,1771543234729,51.5,25.1,55.7,47.9,57.001,0.006,1,0x44D,2026-02-19 23:20:34.887000+00:00
1771543235888,0,1771543235803,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:35.888000+00:00
1771543236889,0,1771543236876,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:36.889000+00:00
1771543237890,0,1771543236876,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:37.890000+00:00
1771543238891,0,1771543237950,51.5,25.1,56.1,47.9,57.005,0.006,1,0x44D,2026-02-19 23:20:38.891000+00:00
1771543239892,0,1771543239024,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:20:39.892000+00:00
1771543240893,0,1771543240098,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:20:40.893000+00:00
1771543241894,0,1771543241171,51.5,25.1,55.9,47.9,56.998,0.006,1,0x44D,2026-02-19 23:20:41.894000+00:00
1771543242895,0,1771543242245,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:42.895000+00:00
1771543243896,0,1771543243319,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:20:43.896000+00:00
1771543244897,0,1771543244392,51.5,25.1,56.0,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:44.897000+00:00
1771543245898,0,1771543245466,51.5,25.1,56.1,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:45.898000+00:00
1771543246899,0,1771543246540,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:46.899000+00:00
1771543247900,0,1771543247614,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:47.900000+00:00
1771543248901,0,1771543248687,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:20:48.901000+00:00
1771543249902,0,1771543249761,51.5,25.1,56.0,47.9,56.994,0.007,1,0x44D,2026-02-19 23:20:49.902000+00:00
1771543250903,0,1771543250835,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:50.903000+00:00
1771543251904,0,1771543250835,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:51.904000+00:00
1771543252905,0,1771543251948,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:52.905000+00:00
1771543253906,0,1771543252982,51.5,25.1,56.0,47.9,57.001,0.008,1,0x44D,2026-02-19 23:20:53.906000+00:00
1771543254907,0,1771543254056,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:54.907000+00:00
1771543255908,0,1771543255130,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:20:55.908000+00:00
1771543256909,0,1771543256203,51.5,25.1,56.0,47.9,57.001,0.009,1,0x44D,2026-02-19 23:20:56.909000+00:00
1771543257910,0,1771543257277,51.5,25.1,56.1,47.9,57.001,0.008,1,0x44D,2026-02-19 23:20:57.910000+00:00
1771543258911,0,1771543258351,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:58.911000+00:00
1771543259912,0,1771543259425,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:20:59.912000+00:00
1771543260913,0,1771543260498,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:21:00.913000+00:00
1771543261914,0,1771543261572,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:01.914000+00:00
1771543262915,0,1771543262646,51.5,25.1,56.0,47.9,57.001,0.008,1,0x44D,2026-02-19 23:21:02.915000+00:00
1771543263916,0,1771543263719,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:03.916000+00:00
1771543264917,0,1771543264793,51.5,25.1,56.0,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:04.917000+00:00
1771543265918,0,1771543265867,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:05.918000+00:00
1771543266919,0,1771543265867,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:06.919000+00:00
1771543267920,0,1771543266964,51.5,25.1,56.0,47.9,56.998,0.008,1,0x44D,2026-02-19 23:21:07.920000+00:00
1771543268921,0,1771543268014,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:21:08.921000+00:00
1771543269922,0,1771543269088,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:09.922000+00:00
1771543270923,0,1771543270162,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:10.923000+00:00
1771543271924,0,1771543271236,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:11.924000+00:00
1771543272925,0,1771543272309,51.5,25.1,56.0,47.9,57.001,0.008,1,0x44D,2026-02-19 23:21:12.925000+00:00
1771543273926,0,1771543273383,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:13.926000+00:00
1771543274927,0,1771543274457,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:21:14.927000+00:00
1771543275928,0,1771543275531,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:15.928000+00:00
1771543276929,0,1771543276604,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:16.929000+00:00
1771543277930,0,1771543277678,51.5,25.1,56.0,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:17.930000+00:00
1771543278931,0,1771543278791,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:21:18.931000+00:00
1771543279932,0,1771543279825,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:19.932000+00:00
1771543280933,0,1771543280899,51.5,25.1,55.9,47.9,57.008,0.007,1,0x44D,2026-02-19 23:21:20.933000+00:00
1771543281934,0,1771543280899,51.5,25.1,55.9,47.9,57.008,0.007,1,0x44D,2026-02-19 23:21:21.934000+00:00
1771543282935,0,1771543281987,51.5,25.1,55.7,47.9,56.998,0.008,1,0x44D,2026-02-19 23:21:22.935000+00:00
1771543283936,0,1771543283047,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:23.936000+00:00
1771543284937,0,1771543284120,51.5,25.1,56.1,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:24.937000+00:00
1771543285938,0,1771543285194,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:25.938000+00:00
1771543286939,0,1771543286268,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:26.939000+00:00
1771543287940,0,1771543287342,51.5,25.1,56.0,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:27.940000+00:00
1771543288941,0,1771543288415,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:28.941000+00:00
1771543289942,0,1771543289489,51.5,25.1,56.1,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:29.942000+00:00
1771543290943,0,1771543290563,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:21:30.943000+00:00
1771543291944,0,1771543291636,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:31.944000+00:00
1771543292945,0,1771543292710,51.5,25.1,55.7,47.9,57.005,0.007,1,0x44D,2026-02-19 23:21:32.945000+00:00
1771543293946,0,1771543293784,51.5,25.1,56.0,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:33.946000+00:00
1771543294947,0,1771543294858,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:34.947000+00:00
1771543295948,0,1771543295931,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:35.948000+00:00
1771543296949,0,1771543295931,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:36.949000+00:00
1771543297950,0,1771543297005,51.5,25.1,55.9,47.9,57.001,0.008,1,0x44D,2026-02-19 23:21:37.950000+00:00
1771543298951,0,1771543298079,51.5,25.1,55.9,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:38.951000+00:00
1771543299952,0,1771543299152,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:39.952000+00:00
1771543300953,0,1771543300226,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:40.953000+00:00
1771543301954,0,1771543301300,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:41.954000+00:00
1771543302955,0,1771543302374,51.5,25.1,56.0,47.9,57.001,0.006,1,0x44D,2026-02-19 23:21:42.955000+00:00
1771543303956,0,1771543303447,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:43.956000+00:00
1771543304957,0,1771543304521,51.5,25.1,55.9,47.9,56.998,0.006,1,0x44D,2026-02-19 23:21:44.957000+00:00
1771543305958,0,1771543305595,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:45.958000+00:00
1771543306959,0,1771543306669,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:46.959000+00:00
1771543307960,0,1771543307742,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:47.960000+00:00
1771543308961,0,1771543308816,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:48.961000+00:00
1771543309962,0,1771543309890,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:49.962000+00:00
1771543310963,0,1771543309890,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:50.963000+00:00
1771543311964,0,1771543311011,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:51.964000+00:00
1771543312965,0,1771543312037,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:21:52.965000+00:00
1771543313966,0,1771543313111,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:53.966000+00:00
1771543314967,0,1771543314185,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:54.967000+00:00
1771543315968,0,1771543315258,51.5,25.1,55.7,47.9,57.001,0.008,1,0x44D,2026-02-19 23:21:55.968000+00:00
1771543316969,0,1771543316332,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:56.969000+00:00
1771543317970,0,1771543317406,51.5,25.1,55.9,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:57.970000+00:00
1771543318971,0,1771543318480,51.5,25.1,55.7,47.9,56.998,0.007,1,0x44D,2026-02-19 23:21:58.971000+00:00
1771543319972,0,1771543319553,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:21:59.972000+00:00
1771543320973,0,1771543320627,51.5,25.1,55.7,47.9,57.001,0.007,1,0x44D,2026-02-19 23:22:00.973000+00:00
1771543321974,0,1771543321701,51.5,25.1,55.6,47.9,56.998,0.007,1,0x44D,2026-02-19 23:22:01.974000+00:00
1771543322975,0,1771543322774,51.5,25.1,55.9,47.9,56.998,0.008,1,0x44D,2026-02-19 23:22:02.975000+00:00
1771543323976,0,1771543323848,51.5,25.1,56.0,47.9,57.005,0.007,1,0x44D,2026-02-19 23:22:03.976000+00:00
