TStampPC,Brd,TStamp_servEvt,BrdTemp,DetTemp,FPGATemp,HVTemp,Vmon,Imon,HVstatus,BrdStatus,timestamp_utc
1771537723377,0,1771537723185,40.0,26.4,43.9,36.2,56.997,0.007,1,0x44D,2026-02-19 21:48:43.377000+00:00
1771537724378,0,1771537724258,40.0,26.4,43.8,36.2,56.997,0.007,1,0x44D,2026-02-19 21:48:44.378000+00:00
1771537725379,0,1771537725332,40.0,26.4,43.9,36.2,56.997,0.006,1,0x44D,2026-02-19 21:48:45.379000+00:00
1771537726380,0,1771537725332,40.0,26.4,43.9,36.2,56.997,0.006,1,0x44D,2026-02-19 21:48:46.380000+00:00
1771537727381,0,1771537726424,40.0,26.4,44.2,36.2,56.997,0.007,1,0x44D,2026-02-19 21:48:47.381000+00:00
1771537728382,0,1771537727480,40.0,26.4,43.9,36.2,57.001,0.006,1,0x44D,2026-02-19 21:48:48.382000+00:00
1771537729383,0,1771537728553,40.0,26.4,43.9,36.2,56.997,0.007,1,0x44D,2026-02-19 21:48:49.383000+00:00
1771537730384,0,1771537729627,40.0,26.4,44.0,36.2,57.001,0.006,1,0x44D,2026-02-19 21:48:50.384000+00:00
1771537731385,0,1771537730701,40.0,26.4,44.2,36.2,56.997,0.006,1,0x44D,2026-02-19 21:48:51.385000+00:00
1771537732386,0,1771537731775,40.0,26.4,43.9,36.2,57.005,0.007,1,0x44D,2026-02-19 21:48:52.386000+00:00
1771537733387,0,1771537732848,40.0,26.4,43.9,36.3,56.995,0.006,1,0x44D,2026-02-19 21:48:53.387000+00:00
1771537734388,0,1771537733922,40.0,26.4,44.0,36.3,56.999,0.007,1,0x44D,2026-02-19 21:48:54.388000+00:00
1771537735389,0,1771537734996,40.0,26.4,44.2,36.3,57.002,0.006,1,0x44D,2026-02-19 21:48:55.389000+00:00
1771537736390,0,1771537736069,40.0,26.4,44.2,36.3,57.002,0.006,1,0x44D,2026-02-19 21:48:56.390000+00:00
1771537737391,0,1771537737143,40.0,26.4,44.0,36.3,56.999,0.007,1,0x44D,2026-02-19 21:48:57.391000+00:00
1771537738392,0,1771537738217,40.0,26.4,43.9,36.3,57.002,0.007,1,0x44D,2026-02-19 21:48:58.392000+00:00
1771537739393,0,1771537739291,40.0,26.4,44.2,36.3,56.999,0.006,1,0x44D,2026-02-19 21:48:59.393000+00:00
1771537740394,0,1771537740364,40.0,26.4,44.2,36.3,57.002,0.007,1,0x44D,2026-02-19 21:49:00.394000+00:00
1771537741395,0,1771537740364,40.0,26.4,44.2,36.3,57.002,0.007,1,0x44D,2026-02-19 21:49:01.395000+00:00
1771537742396,0,1771537741439,40.0,26.4,44.3,36.3,57.002,0.006,1,0x44D,2026-02-19 21:49:02.396000+00:00
1771537743397,0,1771537742512,40.0,26.4,44.2,36.3,57.002,0.005,1,0x44D,2026-02-19 21:49:03.397000+00:00
1771537744398,0,1771537743585,40.0,26.4,44.2,36.3,56.999,0.006,1,0x44D,2026-02-19 21:49:04.398000+00:00
1771537745399,0,1771537744659,40.0,26.4,44.2,36.4,57.0,0.007,1,0x44D,2026-02-19 21:49:05.399000+00:00
1771537746400,0,1771537745733,40.0,26.4,44.4,36.4,57.0,0.005,1,0x44D,2026-02-19 21:49:06.400000+00:00
1771537747401,0,1771537746807,40.0,26.4,44.3,36.4,57.0,0.006,1,0x44D,2026-02-19 21:49:07.401000+00:00
1771537748402,0,1771537747880,40.0,26.4,43.9,36.4,56.996,0.007,1,0x44D,2026-02-19 21:49:08.402000+00:00
1771537749403,0,1771537748954,40.0,26.4,44.2,36.4,57.0,0.006,1,0x44D,2026-02-19 21:49:09.403000+00:00
1771537750404,0,1771537750028,40.0,26.4,44.2,36.4,57.0,0.006,1,0x44D,2026-02-19 21:49:10.404000+00:00
1771537751405,0,1771537751102,40.0,26.4,44.4,36.4,56.996,0.007,1,0x44D,2026-02-19 21:49:11.405000+00:00
1771537752406,0,1771537752175,40.0,26.4,44.3,36.4,57.0,0.006,1,0x44D,2026-02-19 21:49:12.406000+00:00
1771537753407,0,1771537753249,40.0,26.4,44.2,36.4,57.0,0.006,1,0x44D,2026-02-19 21:49:13.407000+00:00
1771537754408,0,1771537754323,40.0,26.4,44.2,36.4,57.0,0.007,1,0x44D,2026-02-19 21:49:14.408000+00:00
1771537755409,0,1771537755396,40.0,26.4,44.3,36.4,57.0,0.006,1,0x44D,2026-02-19 21:49:15.409000+00:00
1771537756410,0,1771537755396,40.0,26.4,44.3,36.4,57.0,0.006,1,0x44D,2026-02-19 21:49:16.410000+00:00
1771537757411,0,1771537756470,40.0,26.4,44.3,36.5,57.001,0.007,1,0x44D,2026-02-19 21:49:17.411000+00:00
1771537758412,0,1771537757544,40.0,26.4,44.4,36.5,57.001,0.006,1,0x44D,2026-02-19 21:49:18.412000+00:00
1771537759413,0,1771537758618,40.0,26.4,44.2,36.5,57.004,0.006,1,0x44D,2026-02-19 21:49:19.413000+00:00
1771537760414,0,1771537759691,40.0,26.4,44.4,36.5,57.001,0.007,1,0x44D,2026-02-19 21:49:20.414000+00:00
1771537761415,0,1771537760765,40.0,26.4,44.5,36.5,57.004,0.007,1,0x44D,2026-02-19 21:49:21.415000+00:00
1771537762416,0,1771537761839,40.0,26.4,44.3,36.5,57.001,0.007,1,0x44D,2026-02-19 21:49:22.416000+00:00
1771537763417,0,1771537762913,40.0,26.4,44.3,36.5,57.001,0.007,1,0x44D,2026-02-19 21:49:23.417000+00:00
1771537764418,0,1771537763986,40.0,26.4,44.2,36.5,57.001,0.007,1,0x44D,2026-02-19 21:49:24.418000+00:00
1771537765419,0,1771537765060,40.0,26.4,44.5,36.5,56.997,0.006,1,0x44D,2026-02-19 21:49:25.419000+00:00
1771537766420,0,1771537766134,40.0,26.4,44.2,36.5,57.001,0.007,1,0x44D,2026-02-19 21:49:26.420000+00:00
1771537767421,0,1771537767207,40.0,26.4,44.4,36.5,57.001,0.006,1,0x44D,2026-02-19 21:49:27.421000+00:00
1771537768422,0,1771537768281,40.0,26.4,44.4,36.5,56.997,0.007,1,0x44D,2026-02-19 21:49:28.422000+00:00
1771537769423,0,1771537769355,40.0,26.4,44.3,36.7,57.005,0.005,1,0x44D,2026-02-19 21:49:29.423000+00:00
1771537770424,0,1771537769355,40.0,26.4,44.3,36.7,57.005,0.005,1,0x44D,2026-02-19 21:49:30.424000+00:00
1771537771425,0,1771537770468,40.0,26.4,44.4,36.7,57.005,0.006,1,0x44D,2026-02-19 21:49:31.425000+00:00
1771537772426,0,1771537771502,40.0,26.4,44.5,36.7,56.998,0.007,1,0x44D,2026-02-19 21:49:32.426000+00:00
1771537773427,0,1771537772576,40.5,26.4,44.5,36.7,56.998,0.006,1,0x44D,2026-02-19 21:49:33.427000+00:00
1771537774428,0,1771537773650,40.5,26.4,44.3,36.7,57.002,0.007,1,0x44D,2026-02-19 21:49:34.428000+00:00
1771537775429,0,1771537774724,40.5,26.4,44.4,36.7,56.998,0.007,1,0x44D,2026-02-19 21:49:35.429000+00:00
1771537776430,0,1771537775797,40.5,26.4,44.4,36.7,57.002,0.007,1,0x44D,2026-02-19 21:49:36.430000+00:00
1771537777431,0,1771537776871,40.5,26.4,44.4,36.7,57.002,0.006,1,0x44D,2026-02-19 21:49:37.431000+00:00
1771537778432,0,1771537777945,40.5,26.4,44.4,36.7,57.005,0.007,1,0x44D,2026-02-19 21:49:38.432000+00:00
1771537779433,0,1771537779018,40.5,26.4,44.5,36.7,57.002,0.007,1,0x44D,2026-02-19 21:49:39.433000+00:00
1771537780434,0,1771537780092,40.5,26.4,44.7,36.7,56.994,0.006,1,0x44D,2026-02-19 21:49:40.434000+00:00
1771537781435,0,1771537781166,40.5,26.4,44.5,36.7,56.998,0.006,1,0x44D,2026-02-19 21:49:41.435000+00:00
1771537782436,0,1771537782240,40.5,26.4,44.4,36.8,56.995,0.006,1,0x44D,2026-02-19 21:49:42.436000+00:00
1771537783437,0,1771537783313,40.5,26.4,44.5,36.8,56.999,0.007,1,0x44D,2026-02-19 21:49:43.437000+00:00
1771537784438,0,1771537784387,40.5,26.4,44.4,36.8,56.999,0.007,1,0x44D,2026-02-19 21:49:44.438000+00:00
1771537785439,0,1771537784387,40.5,26.4,44.4,36.8,56.999,0.007,1,0x44D,2026-02-19 21:49:45.439000+00:00
1771537786440,0,1771537785484,40.5,26.4,44.4,36.8,56.999,0.006,1,0x44D,2026-02-19 21:49:46.440000+00:00
1771537787441,0,1771537786535,40.5,26.4,44.4,36.8,56.999,0.006,1,0x44D,2026-02-19 21:49:47.441000+00:00
1771537788442,0,1771537787608,40.5,26.4,44.7,36.8,56.999,0.006,1,0x44D,2026-02-19 21:49:48.442000+00:00
1771537789443,0,1771537788682,40.5,26.3,44.3,36.8,56.999,0.006,1,0x44D,2026-02-19 21:49:49.443000+00:00
1771537790444,0,1771537789756,40.5,26.3,44.5,36.8,56.999,0.007,1,0x44D,2026-02-19 21:49:50.444000+00:00
1771537791445,0,1771537790829,40.5,26.3,44.5,36.8,56.999,0.006,1,0x44D,2026-02-19 21:49:51.445000+00:00
1771537792446,0,1771537791903,40.5,26.3,44.5,36.8,56.999,0.007,1,0x44D,2026-02-19 21:49:52.446000+00:00
1771537793447,0,1771537792977,40.5,26.3,44.5,36.8,56.999,0.006,1,0x44D,2026-02-19 21:49:53.447000+00:00
1771537794448,0,1771537794051,40.5,26.3,44.4,36.9,57.0,0.007,1,0x44D,2026-02-19 21:49:54.448000+00:00
1771537795449,0,1771537795124,40.5,26.3,44.5,36.9,57.004,0.006,1,0x44D,2026-02-19 21:49:55.449000+00:00
1771537796450,0,1771537796198,40.5,26.3,44.5,36.9,57.0,0.007,1,0x44D,2026-02-19 21:49:56.450000+00:00
1771537797451,0,1771537797272,40.5,26.3,44.7,36.9,57.0,0.007,1,0x44D,2026-02-19 21:49:57.451000+00:00
1771537798452,0,1771537798346,40.5,26.3,44.4,36.9,57.0,0.007,1,0x44D,2026-02-19 21:49:58.452000+00:00
1771537799453,0,1771537799419,40.5,26.3,44.5,36.9,57.004,0.007,1,0x44D,2026-02-19 21:49:59.453000+00:00
1771537800454,0,1771537799419,40.5,26.3,44.5,36.9,57.004,0.007,1,0x44D,2026-02-19 21:50:00.454000+00:00
1771537801455,0,1771537800498,40.5,26.3,44.7,36.9,57.0,0.006,1,0x44D,2026-02-19 21:50:01.455000+00:00
1771537802456,0,1771537801567,40.5,26.3,44.7,36.9,57.0,0.007,1,0x44D,2026-02-19 21:50:02.456000+00:00
1771537803457,0,1771537802640,40.5,26.3,44.4,36.9,56.997,0.006,1,0x44D,2026-02-19 21:50:03.457000+00:00
1771537804458,0,1771537803714,40.5,26.3,44.5,36.9,57.0,0.007,1,0x44D,2026-02-19 21:50:04.458000+00:00
1771537805459,0,1771537804788,40.5,26.3,44.8,36.9,57.0,0.006,1,0x44D,2026-02-19 21:50:05.459000+00:00
1771537806460,0,1771537805862,40.5,26.3,44.7,36.9,57.0,0.007,1,0x44D,2026-02-19 21:50:06.460000+00:00
1771537807461,0,1771537806935,40.5,26.3,44.8,37.0,57.001,0.006,1,0x44D,2026-02-19 21:50:07.461000+00:00
1771537808462,0,1771537808009,40.5,26.3,44.5,37.0,57.005,0.006,1,0x44D,2026-02-19 21:50:08.462000+00:00
1771537809463,0,1771537809083,40.5,26.3,44.8,37.0,56.998,0.007,1,0x44D,2026-02-19 21:50:09.463000+00:00
1771537810464,0,1771537810157,40.5,26.3,44.9,37.0,56.998,0.007,1,0x44D,2026-02-19 21:50:10.464000+00:00
1771537811465,0,1771537811230,40.5,26.3,44.9,37.0,56.998,0.005,1,0x44D,2026-02-19 21:50:11.465000+00:00
1771537812466,0,1771537812304,40.5,26.3,44.8,37.0,57.001,0.006,1,0x44D,2026-02-19 21:50:12.466000+00:00
1771537813467,0,1771537813378,40.5,26.3,44.8,37.0,57.001,0.006,1,0x44D,2026-02-19 21:50:13.467000+00:00
1771537814468,0,1771537814451,40.5,26.3,44.9,37.0,57.001,0.007,1,0x44D,2026-02-19 21:50:14.468000+00:00
1771537815469,0,1771537814451,40.5,26.3,44.9,37.0,57.001,0.007,1,0x44D,2026-02-19 21:50:15.469000+00:00
1771537816470,0,1771537815525,40.5,26.3,44.7,37.0,57.001,0.007,1,0x44D,2026-02-19 21:50:16.470000+00:00
1771537817471,0,1771537816599,40.5,26.3,44.5,37.0,56.998,0.007,1,0x44D,2026-02-19 21:50:17.471000+00:00
1771537818472,0,1771537817673,40.5,26.3,44.9,37.0,56.998,0.007,1,0x44D,2026-02-19 21:50:18.472000+00:00
1771537819473,0,1771537818746,40.5,26.3,44.9,37.0,57.001,0.007,1,0x44D,2026-02-19 21:50:19.473000+00:00
1771537820474,0,1771537819820,40.5,26.3,44.9,37.1,57.002,0.007,1,0x44D,2026-02-19 21:50:20.474000+00:00
1771537821475,0,1771537820894,40.5,26.3,44.8,37.1,56.999,0.006,1,0x44D,2026-02-19 21:50:21.475000+00:00
1771537822476,0,1771537821968,40.5,26.3,44.9,37.1,57.002,0.006,1,0x44D,2026-02-19 21:50:22.476000+00:00
1771537823477,0,1771537823041,40.5,26.3,45.0,37.1,57.002,0.007,1,0x44D,2026-02-19 21:50:23.477000+00:00
1771537824478,0,1771537824115,40.5,26.3,44.9,37.1,56.999,0.006,1,0x44D,2026-02-19 21:50:24.478000+00:00
1771537825479,0,1771537825189,40.5,26.3,44.9,37.1,57.002,0.006,1,0x44D,2026-02-19 21:50:25.479000+00:00
1771537826480,0,1771537826262,40.5,26.3,44.9,37.1,57.002,0.007,1,0x44D,2026-02-19 21:50:26.480000+00:00
1771537827481,0,1771537827336,41.0,26.3,44.9,37.1,57.002,0.007,1,0x44D,2026-02-19 21:50:27.481000+00:00
1771537828482,0,1771537828410,41.0,26.3,45.0,37.1,56.999,0.007,1,0x44D,2026-02-19 21:50:28.482000+00:00
1771537829483,0,1771537828410,41.0,26.3,45.0,37.1,56.999,0.007,1,0x44D,2026-02-19 21:50:29.483000+00:00
1771537830484,0,1771537829538,41.0,26.3,45.2,37.1,57.002,0.006,1,0x44D,2026-02-19 21:50:30.484000+00:00
1771537831485,0,1771537830557,41.0,26.3,44.9,37.1,56.999,0.006,1,0x44D,2026-02-19 21:50:31.485000+00:00
1771537832486,0,1771537831631,41.0,26.3,45.0,37.1,56.999,0.006,1,0x44D,2026-02-19 21:50:32.486000+00:00
1771537833487,0,1771537832705,41.0,26.3,45.0,37.1,56.999,0.007,1,0x44D,2026-02-19 21:50:33.487000+00:00
1771537834488,0,1771537833778,41.0,26.3,44.9,37.2,57.0,0.006,1,0x44D,2026-02-19 21:50:34.488000+00:00
1771537835489,0,1771537834852,41.0,26.3,44.9,37.2,57.0,0.006,1,0x44D,2026-02-19 21:50:35.489000+00:00
1771537836490,0,1771537835926,41.0,26.3,44.9,37.2,57.0,0.007,1,0x44D,2026-02-19 21:50:36.490000+00:00
1771537837491,0,1771537837000,41.0,26.3,44.9,37.2,56.996,0.006,1,0x44D,2026-02-19 21:50:37.491000+00:00
1771537838492,0,1771537838073,41.0,26.3,45.0,37.2,56.996,0.006,1,0x44D,2026-02-19 21:50:38.492000+00:00
1771537839493,0,1771537839147,41.0,26.3,45.0,37.2,56.996,0.006,1,0x44D,2026-02-19 21:50:39.493000+00:00
1771537840494,0,1771537840221,41.0,26.3,45.3,37.2,56.996,0.007,1,0x44D,2026-02-19 21:50:40.494000+00:00
1771537841495,0,1771537841295,41.0,26.3,45.0,37.2,57.0,0.007,1,0x44D,2026-02-19 21:50:41.495000+00:00
1771537842496,0,1771537842368,41.0,26.3,45.0,37.2,57.0,0.006,1,0x44D,2026-02-19 21:50:42.496000+00:00
1771537843497,0,1771537843442,41.0,26.3,45.0,37.2,57.0,0.007,1,0x44D,2026-02-19 21:50:43.497000+00:00
1771537844498,0,1771537843442,41.0,26.3,45.0,37.2,57.0,0.007,1,0x44D,2026-02-19 21:50:44.498000+00:00
1771537845499,0,1771537844541,41.0,26.3,45.2,37.2,57.003,0.007,1,0x44D,2026-02-19 21:50:45.499000+00:00
1771537846500,0,1771537845589,41.0,26.3,44.9,37.2,57.0,0.007,1,0x44D,2026-02-19 21:50:46.500000+00:00
1771537847501,0,1771537846663,41.0,26.3,45.2,37.4,57.001,0.006,1,0x44D,2026-02-19 21:50:47.501000+00:00
1771537848502,0,1771537847737,41.0,26.3,45.2,37.4,57.004,0.005,1,0x44D,2026-02-19 21:50:48.502000+00:00
1771537849503,0,1771537848811,41.0,26.3,45.3,37.4,57.004,0.007,1,0x44D,2026-02-19 21:50:49.503000+00:00
1771537850504,0,1771537849884,41.0,26.3,45.0,37.4,57.001,0.006,1,0x44D,2026-02-19 21:50:50.504000+00:00
1771537851505,0,1771537850958,41.0,26.3,45.2,37.4,57.001,0.007,1,0x44D,2026-02-19 21:50:51.505000+00:00
1771537852506,0,1771537852032,41.0,26.3,45.0,37.4,57.008,0.006,1,0x44D,2026-02-19 21:50:52.506000+00:00
1771537853507,0,1771537853106,41.0,26.3,45.0,37.4,57.004,0.007,1,0x44D,2026-02-19 21:50:53.507000+00:00
1771537854508,0,1771537854179,41.0,26.3,45.2,37.4,56.997,0.007,1,0x44D,2026-02-19 21:50:54.508000+00:00
1771537855509,0,1771537855253,41.0,26.3,45.2,37.4,56.997,0.007,1,0x44D,2026-02-19 21:50:55.509000+00:00
1771537856510,0,1771537856327,41.0,26.3,45.2,37.4,56.997,0.007,1,0x44D,2026-02-19 21:50:56.510000+00:00
1771537857511,0,1771537857400,41.0,26.3,45.0,37.4,56.997,0.006,1,0x44D,2026-02-19 21:50:57.511000+00:00
1771537858512,0,1771537858474,41.0,26.3,45.3,37.4,56.997,0.006,1,0x44D,2026-02-19 21:50:58.512000+00:00
1771537859513,0,1771537858474,41.0,26.3,45.3,37.4,56.997,0.006,1,0x44D,2026-02-19 21:50:59.513000+00:00
1771537860514,0,1771537859555,41.0,26.3,45.3,37.4,56.997,0.007,1,0x44D,2026-02-19 21:51:00.514000+00:00
1771537861515,0,1771537860622,41.0,26.3,45.2,37.5,56.998,0.007,1,0x44D,2026-02-19 21:51:01.515000+00:00
1771537862516,0,1771537861695,41.0,26.3,45.0,37.5,57.002,0.007,1,0x44D,2026-02-19 21:51:02.516000+00:00
1771537863517,0,1771537862769,41.0,26.3,45.2,37.5,56.998,0.007,1,0x44D,2026-02-19 21:51:03.517000+00:00
1771537864518,0,1771537863843,41.0,26.3,45.2,37.5,56.998,0.007,1,0x44D,2026-02-19 21:51:04.518000+00:00
1771537865519,0,1771537864917,41.0,26.3,45.2,37.5,56.995,0.007,1,0x44D,2026-02-19 21:51:05.519000+00:00
1771537866520,0,1771537865990,41.0,26.3,45.2,37.5,57.002,0.006,1,0x44D,2026-02-19 21:51:06.520000+00:00
1771537867521,0,1771537867064,41.0,26.3,45.2,37.5,57.002,0.006,1,0x44D,2026-02-19 21:51:07.521000+00:00
1771537868522,0,1771537868138,41.0,26.3,45.0,37.5,56.998,0.006,1,0x44D,2026-02-19 21:51:08.522000+00:00
1771537869523,0,1771537869211,41.0,26.3,45.3,37.5,57.002,0.006,1,0x44D,2026-02-19 21:51:09.523000+00:00
1771537870524,0,1771537870285,41.0,26.3,45.3,37.5,56.998,0.006,1,0x44D,2026-02-19 21:51:10.524000+00:00
1771537871525,0,1771537871359,41.0,26.3,45.4,37.5,56.998,0.007,1,0x44D,2026-02-19 21:51:11.525000+00:00
1771537872526,0,1771537872433,41.0,26.3,45.3,37.5,56.998,0.006,1,0x44D,2026-02-19 21:51:12.526000+00:00
1771537873527,0,1771537873506,41.0,26.3,45.4,37.5,56.998,0.006,1,0x44D,2026-02-19 21:51:13.527000+00:00
1771537874528,0,1771537873506,41.0,26.3,45.4,37.5,56.998,0.006,1,0x44D,2026-02-19 21:51:14.528000+00:00
1771537875529,0,1771537874580,41.0,26.3,45.4,37.6,57.003,0.005,1,0x44D,2026-02-19 21:51:15.529000+00:00
1771537876530,0,1771537875654,41.0,26.3,45.4,37.6,57.003,0.006,1,0x44D,2026-02-19 21:51:16.530000+00:00
1771537877531,0,1771537876728,41.0,26.3,45.5,37.6,57.003,0.006,1,0x44D,2026-02-19 21:51:17.531000+00:00
1771537878532,0,1771537877801,41.0,26.3,45.2,37.6,56.999,0.007,1,0x44D,2026-02-19 21:51:18.532000+00:00
1771537879533,0,1771537878875,41.0,26.3,45.4,37.6,56.996,0.007,1,0x44D,2026-02-19 21:51:19.533000+00:00
1771537880534,0,1771537879949,41.0,26.3,45.2,37.6,57.003,0.006,1,0x44D,2026-02-19 21:51:20.534000+00:00
1771537881535,0,1771537881022,41.0,26.3,45.4,37.6,57.003,0.006,1,0x44D,2026-02-19 21:51:21.535000+00:00
1771537882536,0,1771537882096,41.0,26.3,45.4,37.6,56.999,0.006,1,0x44D,2026-02-19 21:51:22.536000+00:00
1771537883537,0,1771537883170,41.0,26.3,45.4,37.6,56.999,0.006,1,0x44D,2026-02-19 21:51:23.537000+00:00
1771537884538,0,1771537884244,41.0,26.3,45.4,37.6,56.999,0.007,1,0x44D,2026-02-19 21:51:24.538000+00:00
1771537885539,0,1771537885317,41.0,26.3,45.4,37.6,56.999,0.006,1,0x44D,2026-02-19 21:51:25.539000+00:00
1771537886540,0,1771537886391,41.0,26.3,45.3,37.6,56.999,0.007,1,0x44D,2026-02-19 21:51:26.540000+00:00
1771537887541,0,1771537887465,41.5,26.3,45.2,37.7,56.997,0.006,1,0x44D,2026-02-19 21:51:27.541000+00:00
1771537888542,0,1771537888538,41.5,26.3,45.4,37.7,57.0,0.006,1,0x44D,2026-02-19 21:51:28.542000+00:00
1771537889543,0,1771537888538,41.5,26.3,45.4,37.7,57.0,0.006,1,0x44D,2026-02-19 21:51:29.543000+00:00
1771537890544,0,1771537889612,41.5,26.3,45.4,37.7,57.0,0.007,1,0x44D,2026-02-19 21:51:30.544000+00:00
1771537891545,0,1771537890686,41.5,26.3,45.4,37.7,57.0,0.005,1,0x44D,2026-02-19 21:51:31.545000+00:00
1771537892546,0,1771537891760,41.5,26.3,45.4,37.7,57.0,0.007,1,0x44D,2026-02-19 21:51:32.546000+00:00
1771537893547,0,1771537892833,41.5,26.3,45.5,37.7,57.0,0.007,1,0x44D,2026-02-19 21:51:33.547000+00:00
1771537894548,0,1771537893907,41.5,26.3,45.5,37.7,57.0,0.006,1,0x44D,2026-02-19 21:51:34.548000+00:00
1771537895549,0,1771537894981,41.5,26.3,45.5,37.7,56.997,0.007,1,0x44D,2026-02-19 21:51:35.549000+00:00
1771537896550,0,1771537896055,41.5,26.3,45.5,37.7,57.0,0.007,1,0x44D,2026-02-19 21:51:36.550000+00:00
1771537897551,0,1771537897128,41.5,26.3,45.5,37.7,57.0,0.007,1,0x44D,2026-02-19 21:51:37.551000+00:00
1771537898552,0,1771537898202,41.5,26.3,45.5,37.7,57.0,0.007,1,0x44D,2026-02-19 21:51:38.552000+00:00
1771537899553,0,1771537899276,41.5,26.3,45.6,37.7,57.0,0.007,1,0x44D,2026-02-19 21:51:39.553000+00:00
1771537900554,0,1771537900349,41.5,26.3,45.5,37.7,57.0,0.007,1,0x44D,2026-02-19 21:51:40.554000+00:00
1771537901555,0,1771537901423,41.5,26.3,45.4,37.8,57.005,0.007,1,0x44D,2026-02-19 21:51:41.555000+00:00
1771537902556,0,1771537902497,41.5,26.3,45.5,37.8,57.001,0.007,1,0x44D,2026-02-19 21:51:42.556000+00:00
1771537903557,0,1771537902497,41.5,26.3,45.5,37.8,57.001,0.007,1,0x44D,2026-02-19 21:51:43.557000+00:00
1771537904558,0,1771537903600,41.5,26.3,45.5,37.8,57.001,0.007,1,0x44D,2026-02-19 21:51:44.558000+00:00
1771537905559,0,1771537904644,41.5,26.3,45.6,37.8,57.001,0.007,1,0x44D,2026-02-19 21:51:45.559000+00:00
1771537906560,0,1771537905718,41.5,26.3,45.6,37.8,57.001,0.006,1,0x44D,2026-02-19 21:51:46.560000+00:00
1771537907561,0,1771537906792,41.5,26.3,45.8,37.8,56.998,0.006,1,0x44D,2026-02-19 21:51:47.561000+00:00
1771537908562,0,1771537907866,41.5,26.3,45.6,37.8,56.998,0.007,1,0x44D,2026-02-19 21:51:48.562000+00:00
1771537909563,0,1771537908939,41.5,26.3,45.6,37.8,56.998,0.007,1,0x44D,2026-02-19 21:51:49.563000+00:00
1771537910564,0,1771537910013,41.5,26.3,45.5,37.8,56.998,0.007,1,0x44D,2026-02-19 21:51:50.564000+00:00
1771537911565,0,1771537911087,41.5,26.3,45.4,37.8,57.001,0.006,1,0x44D,2026-02-19 21:51:51.565000+00:00
1771537912566,0,1771537912160,41.5,26.3,45.5,37.8,56.998,0.007,1,0x44D,2026-02-19 21:51:52.566000+00:00
1771537913567,0,1771537913234,41.5,26.3,45.8,37.8,57.001,0.006,1,0x44D,2026-02-19 21:51:53.567000+00:00
1771537914568,0,1771537914308,41.5,26.2,45.5,37.8,57.001,0.007,1,0x44D,2026-02-19 21:51:54.568000+00:00
1771537915569,0,1771537915382,41.5,26.3,45.5,37.8,57.001,0.007,1,0x44D,2026-02-19 21:51:55.569000+00:00
1771537916570,0,1771537916455,41.5,26.3,45.5,37.9,57.002,0.006,1,0x44D,2026-02-19 21:51:56.570000+00:00
1771537917571,0,1771537917529,41.5,26.2,45.5,37.9,56.999,0.007,1,0x44D,2026-02-19 21:51:57.571000+00:00
1771537918572,0,1771537917529,41.5,26.2,45.5,37.9,56.999,0.007,1,0x44D,2026-02-19 21:51:58.572000+00:00
1771537919573,0,1771537918615,41.5,26.2,45.6,37.9,56.999,0.007,1,0x44D,2026-02-19 21:51:59.573000+00:00
1771537920574,0,1771537919677,41.5,26.2,45.6,37.9,56.999,0.005,1,0x44D,2026-02-19 21:52:00.574000+00:00
1771537921575,0,1771537920750,41.5,26.2,45.6,37.9,56.999,0.005,1,0x44D,2026-02-19 21:52:01.575000+00:00
1771537922576,0,1771537921824,41.5,26.2,45.6,37.9,56.995,0.007,1,0x44D,2026-02-19 21:52:02.576000+00:00
1771537923577,0,1771537922898,41.5,26.2,45.8,37.9,56.999,0.006,1,0x44D,2026-02-19 21:52:03.577000+00:00
1771537924578,0,1771537923971,41.5,26.2,45.8,37.9,56.999,0.007,1,0x44D,2026-02-19 21:52:04.578000+00:00
1771537925579,0,1771537925045,41.5,26.2,45.6,37.9,56.999,0.007,1,0x44D,2026-02-19 21:52:05.579000+00:00
1771537926580,0,1771537926119,41.5,26.2,45.8,37.9,56.999,0.007,1,0x44D,2026-02-19 21:52:06.580000+00:00
1771537927581,0,1771537927193,41.5,26.2,45.9,37.9,56.999,0.007,1,0x44D,2026-02-19 21:52:07.581000+00:00
1771537928582,0,1771537928266,41.5,26.2,45.8,37.9,57.002,0.008,1,0x44D,2026-02-19 21:52:08.582000+00:00
1771537929583,0,1771537929340,41.5,26.2,45.6,37.9,57.002,0.007,1,0x44D,2026-02-19 21:52:09.583000+00:00
1771537930584,0,1771537930414,41.5,26.2,45.5,37.9,57.002,0.007,1,0x44D,2026-02-19 21:52:10.584000+00:00
1771537931585,0,1771537931488,41.5,26.2,45.8,38.0,57.004,0.007,1,0x44D,2026-02-19 21:52:11.585000+00:00
1771537932586,0,1771537932561,41.5,26.2,45.9,38.0,57.0,0.007,1,0x44D,2026-02-19 21:52:12.586000+00:00
1771537933587,0,1771537932561,41.5,26.2,45.9,38.0,57.0,0.007,1,0x44D,2026-02-19 21:52:13.587000+00:00
1771537934588,0,1771537933635,41.5,26.2,45.8,38.0,57.0,0.007,1,0x44D,2026-02-19 21:52:14.588000+00:00
1771537935589,0,1771537934709,41.5,26.2,45.6,38.0,57.0,0.007,1,0x44D,2026-02-19 21:52:15.589000+00:00
1771537936590,0,1771537935782,41.5,26.2,45.8,38.0,57.004,0.006,1,0x44D,2026-02-19 21:52:16.590000+00:00
